id,name,score,publisher,developer,follow,order,topic,review,install,recommend
76931,不要怂！,,dreamerflyer,,10,,,,,
76932,奇卡对决,6.8,瑞禹网络,,,405,12,22,,
76934,悦动色彩-赤黄靛紫,,PacketSpark,Starapp,247,,3,2,,
76935,疯神之边际猎人,6.5,,智扬网络,667,,25,29,,
76936,史小坑的黑暗料理,7.5,珠海顶峰互动科技有限公司,,9209,,56,120,16010,
76937,魔力物语,7.8,广州市米玩信息科技有限公司,,,1880,58,23,,
76938,终结者2：审判日,8.2,网易游戏,,3072151,,32796,55255,8819534,yes
76939,Block Puzzle,,APPTUTTi,,7,,,,,
76940,super flappy up,,APPTUTTi,,5,,,1,,
76941,Number Merge Enjoy,,"Xieliujian, Inc.",,26,,,,,
76943,犬夜叉-奈落之战,9,巨人网络,,,28848,51,431,,
76944,莽荒纪HD,8,北京爱奇艺科技有限公司,蓝港在线（北京）科技有限公司,,4450,27,88,,
76946,世界上最有趣的游戏 - 拉斐尔官方应用,,"VAZ,inc.",,76,,2,1,,
76948,Star Legends (Dreamsky) 3D PVP,9.2,DreamSky Ltd,,1237,,,5,,
76950,欢乐跳一跳,6.1,GStudio,,4397,,1,16,,
76962,Unicorn Poop - Sweet Trendy Desserts Food Maker,,Kid Kitchen Fun Media,,6,,,,,
76971,斗将魂,,深圳市光荣互动网络科技有限公司,,46,27,,3,65,
76974,Kids Sight Words,,Intellijoy,,,,,,,
76975,Ditch The Snitch PRO,,Ranz Ursal,,,,,,,
76976,Australian Open Game,,Tennis Australia,,301,,,2,,
76980,One Stroke - one tap connect,,Yunzai Sim,,1,,,,,
76981,Magic Garden Fairy Tales - Match 3,,Best Match-3 Games,,1,,,,,
76982,????? GIRLS' CROWN,10,X-LEGEND KOREA,,222,,,4,,
76983,逃脱游戏 North Pole,,Asahi Hirata,,12,,,,,
76984,RPG Legend of Ixtona,,"Kotobuki Solution Co., Ltd.",,2,,,,,
76988,蛇蛇打方块-2018新版升级,8.4,Dunyong Zhang,,578,,1,15,,
76989,Escape Games Day-789,,Joy EscapeGamesDaily,,,,,,,
76990,Play School Girl Rescue Best Escape Game-274,,Best Escape Game,,,,,,,
76991,Escape From Beauty Shop Best Escape Game-271,,Best Escape Game,,,,,,,
76992,我的生日派对 - 聚会,,lemonbab,,42,,,,,
76994,模拟网球,8.2,limin lin,,304,,1,9,,
76996,喵！猫跳！,,HARAPECORPORATION Inc.,,391,,,4,,
76997,L'impiccato Gioco - Hangman ( Italian ),,Visar Haliti,,,,,,,
76998,Kinder Lernspiel - Deutsch Alphabet,,Visar Haliti,,1,,,,,
76999,口袋里的数独游戏1000关,,Lu Zhou,,25,,1,1,,
77001,指尖消星星-天天指尖大作战,,Cool Games,,,,,,,
77002,沐浴泡泡 意大利语: 学习意大利语,,Overpass Limited,,14,,,1,,
77003,灵烟阁,7.3,heji cheng,,75,,,5,,
77004,隐藏的物体吸血鬼寺庙 - 查找神秘和幻想画面中的对象,,Midva Limited,,20,,,,,
77005,你的胆量有多强大,,niu yunyao,,11,,,,,
77008,汉堡 做饭游戏,,jie zhan,,53,,,2,,
77010,2 Immagini 1 Parola - Qual è la parola?,,Quy Thi Vu,,,,,,,
77011,Pop贪吃蛇,,JUN ZHU,,4,,,,,
77012,海伦的神迹,,zhang chuan,,57,,,4,,
77015,Stranger Things - Main Theme - Piano Keys,,AwesomeMusicApps,,2,,,,,
77021,獵魔風暴,,EYOUGAME(HK),,57,,,,,
77024,冒险之旅-一起去打怪兽吧,,Qi Jin,,16,,,1,,
77029,尘封的往事：恐怖解秘闯关游戏,8.2,Sen Guo,,226,,2,7,,
77031,???:???? ?,,FingerFun (HK) Limited,,,,,,,
77032,Word Tour - Crossword With Friends,,Card Game Studio,,6,,,1,,
77035,Mission On Mars Alien Rescue,,EscapeGamesDaily,,,,,,,
77036,快乐小鸡下蛋,,YuQian Game Center,,70,,,4,,
77038,???? ???? -??? ?? ??,,STUDIO WASABI,,59,,,4,,
77039,旋转勇者TW,8.4,Tissue_Tube,,7520,,8,48,,
77041,Cube Escape,,Dignity Games,,111,,,,,
77042,大家来找茬,,PandoraGames,,754,,,1,,
77044,泡泡大战,,appgo,,4,,,,,
77045,中国式家长,9.5,椰岛游戏,墨鱼玩（北京）科技有限公司,,1210017,616,5167,,
77046,鎮山,9.8,Toii,,1935,,4,19,,
77047,ザ！世界仰天フード,9.8,SEIJI KURIHARA,,,1960,,11,,
77049,狂斩之刃,7.8,杭州哲信信息技术有限公司,,,1248,5,22,,
77050,纸飞机（fly paper）,6.2,哈尔滨鑫时空科技股份有限公司,,374,4,1,12,,
77052,铁道公园Z,,Toei.advertising.ltd,,,149,,1,,
77055,人狼ゲーム - 八つ目の大罪 -,8.7,Keisuke Sakamoto,,32,,,5,,
77056,空之剑：地牢冒险者,8.6,Iron Horse Games LLC,,2993,,44,23,,
77058,总有刁民想害朕,8.8,中二游戏,,55364,,39,331,,
77059,迈哲木：化身博士,9.5,Growing Seeds Corporation,,,48198,55,303,,yes
77060,魔灵兵团（测试服）,7.1,,Joywinds,506,,4,19,,
77061,方块大碰撞,8.1,YY游戏,,88042,,267,621,85318,yes
77062,Butterfly Soup,9.8,Brianna Lei,,,979,1,11,,
77063,Basketball Black,,Puran Software,,80,,,,,
77064,自拍女王社交明星 - 女孩美妆沙龙游戏,,Cool Tweens,,23,,,,,
77066,[RPG] Wicked World #3　～ウィキッド?ワールド～,,SIMPLENCE,,23,,,,,
77067,海盗杰克泡泡,,Abilix,,,,,,,
77068,冒险佣兵团,3.9,易当网络,,108,,1,28,144,
77069,我的咖啡馆的故事：家庭餐馆比赛3场比赛,,Tenlogix Games,,54,,,1,,
77072,最逗比烧脑智商测试闯关游戏,,Lisheng Li,,56,,,1,,
77073,Word Doodle,,Xue Ning,,1,,,,,
77074,Word Twinkle,,xiao cheng,,2,,,,,
77076,儿童早教&宝宝学写字&abc free,,ning liu,,10,,,,,
77077,Word Connect Cookies,,RuiQing Software Technology Beijing Inc.,,3,,,,,
77078,汉字连连看-小学生成语游戏,,zheng wang,,10,,,,,
77079,十五拼图益智游戏 - 人工智能无限关卡,,WANG MINGFEN,,69,,,3,,
77080,迷宫怪物糖果密室逃脱路径,,Xiaofeng Wang,,3,,,,,
77082,Autotruck Ride,,Spintires MobGame,,200,,,2,,
77083,夜幕行动（测试服）,9,火树游戏,,827,,1,26,,
77085,勇者别嚣张DASH！,9.4,ForwardWorks Corporation,,13194,,70,321,,yes
77086,黑洞穿越,,GStudio,,150,,,4,,
77087,大话三国,,广州傲玩信息科技有限公司,,83,2,1,2,238,
77088,星座タイピング～女神様とお勉強～,,"Hit-Point Co., Ltd.",,12,,,,,
77089,跳跳橙（M Jump）,,哈尔滨鑫时空科技股份有限公司,,87,23,,11,,
77091,跳跳球,,哈尔滨鑫时空科技股份有限公司,,199,8,,2,,
77092,小黄鸡跳一跳（测试服）,8.2,魂世界SOULGAME,BZFINGERS,1310,,3,20,,
77095,天问,,广州傲玩信息科技有限公司,,43,1,,3,94,
77096,StarLeap,,gamezealostudio,,20,,,3,,
77099,Finger Driver,1.9,Cute Chicken Games,,1028,,,6,,
77100,倒满水,,Amd,,133,3,,4,,
77105,?????,,"X-LEGEND ENTERTAINMENT KOREA Co.,Ltd.",,5,,,,,
77106,The Puppy Run  Dog Pals - Free Games,,Game Buddy10,,4,,,,,
77107,從狗開始的親親冒險,,i.d.PLAY Hong.Kong,,196,,,3,,
77108,從狗開始的親親冒險,,"Impression Entertainment Co., Limited",,15,,,,,
77111,???? for kakao,8.7,????? ????,,364,,2,16,,
77113,巴啦啦夏日清凉美甲-登陆即送道具,,meng ran lin,,11,,,2,,
77114,市动物园运输车2016年：大卡车转运动物的驾驶和停车模拟器,,Sikander Shah,,154,,,2,,
77115,海盗船模拟器-勇敢的船长,6.7,"SIMULYATORS LAIV,OOO",,277,,,12,,
77116,3D狮子模拟器动物狩猎生存游戏,,Faisal Saleem,,101,,,3,,
77117,吸金大土豪,,山林鸟游戏,,,64,,4,,
77118,Trash Truck Simulator,,SkisoSoft OU,,24,,,2,,
77119,超 加速器： 功率 粉碎 击中,,Omaid Ghayyur,,37,,,4,,
77120,警方巴士运输的工作人员,,The Game Storm Studios (Pvt) Ltd,,58,,,5,,
77122,Climb Hill Truck Transport 3D,,Pham Thanh,,12,,,1,,
77125,911消防車模擬器,,Muhammad Sohaib Riaz,,41,,,1,,
77126,动物世界 - 免费 野生动物园 动物 模拟 游戏 为孩子,8.4,FREESTYLE GAMES S.L.,,74,,,7,,
77129,デートにつれてって！- 暇つぶしシミュレーション恋愛診断,,MISAKI USAMI,,22,,,,,
77131,火柴人全民超人格斗一拳皇,,weiwu huang,,102,,,2,,
77133,剑影逍遥-梦幻仙侠飞升手游,,Xiangli Kong,,6,,,1,,
77134,Shrimpy's Adventure,,Andrew Harland,,,,,,,
77135,? ????? - ???,,"iplay Co.,Ltd.",,1,,,,,
77136,Happytap play,,Superego AS,,,,,,,
77137,Rules of Max Shooter Survival Battleground,,Play Clan Games,,114,,,2,,
77138,New racing Thomas  Race Friends train,,devlabracingx,,,,,,,
77139,法老密室,,Abilix,,1,,,,,
77140,虚拟厨师烹饪游戏3D：超级厨师厨房,,Appatrix Games,,254,,,4,,
77141,Nature Jigsaw Puzzles,,Titan Inc,,1,,,,,
77143,????:?????,,Redback,,1,,,,,
77144,?? ?? X,,Popoko Studio,,33,,,,,
77146,Snail Bob: 3 Ancient Egypt,,Strategy Games Free,,11,,,,,
77147,先生。块状垃圾的人SIM卡,,Awesome Kids Games,,12,,,1,,
77148,漂移模拟器：公民轿车2018年,6.7,Exotic Burnout,,962,,4,25,,
77150,WordCookies Cross,,BitMango Corporation,,5,,,,,
77152,Virtual Family Adventure: Dad & Mom Fun Time,,New Age Gamers,,11,,,,,
77154,Cardi B - Bodak Yellow - Piano Keys,,GreatMusicApps,,,,,,,
77158,Dog Family Rescue,,EscapeGamesDaily,,,,,,,
77160,接龍點心烹調,,Xu Solitaire Games,,1,,,,,
77161,Pandora Bubble Pop,,Bubble Shooter Artworks,,1,,,,,
77162,ブロクラ,,"SNGO, LTD.",,2,,,,,
77163,??? ????? ????,,1st Studio,,86,,1,1,,
77164,成语四个字：单机超级猜成语玩命猜,,LIXIANG TU,,14,,,,,
77165,点我加一2017-数字消消乐休闲手游,,ming chen,,15,,,1,,
77168,梦幻宫殿 - 经典找东西游戏,,li mei,,21,,,,,
77172,The Chick Rescue,,EscapeGamesDaily,,,,,,,
77173,~ Puzzle that fits coffee ~ Chocolate & Puzzle,,SEPTENI CROSSGATE,,,,,,,
77174,Pixel Puzzle - Black or White mobile,,TONAKAI interactive,,,,,,,
77177,?????? ????,,Lemontree.,,6,,,,,
77179,Road Racer,,Minima Arts,,1,,,,,
77180,Strike Combat Pixel Arena 3D,,HotshotGames,,7,,,,,
77181,公主泡泡：拯救天鹅,,Abilix,,3,,,,,
77182,三角之域 - 守护你前行,8.8,Appossible,,883,,3,12,,
77183,三极正义,7.7,"CAVE Interactive CO.,LTD.",,949,,3,17,,
77184,Escape From Grass Hut Best Escape Game-278,,Best Escape Game,,3,,,,,
77185,法老：被诅咒的财宝,,Abilix,,3,,,,,
77187,Gummy Bears,,Rich Joy,,5,,,,,
77188,百变手机,,,,,212,,3,,
77189,刷心心-扫雷,9,Loach Game,,366,,,8,,
77190,毕加索魔盒,10,Funmen Games,,,302,,12,,
77191,选天录,,哥们网科技有限公司,,400,,,2,193,
77192,灵界大陆 - 皇城决战，传奇之巅,,IIUGAME,,9,,,,,
77193,降魔神话,7,成都可可兰,,358,,8,16,,
77194,我要当国王,8.1,"123 LE (Shanghai) Technology Co., Ltd.",,6101,,10,160,,
77195,辣条杂货店,8,萌石游戏,,,50153,184,1908,,yes
77196,Four Last Things,10,Joe Richardson,,,7314,2,58,,
77197,骑士的魔法战争,9,上海刃贤网络科技有限公司,,,22289,60,239,,
77198,骑士英雄,7.4,齐悦互娱,,,2576,25,91,,
77200,Reverse Basket,,Honikou Games,,1,,,,,
77201,世界一面白いゲーム,,VAZ INC.,,15,,,1,,
77202,战争与秩序OL-混沌战场列王战争,,"Beijing Digital dog network technology Co.,Ltd.",,16,,,1,,
77204,荒野之路,5.7,深圳创酷互动,,,1401,7,78,,
77205,大魔兽,5.3,成都市玉米树科技,,,347,3,22,,
77206,Naughty Boy Rescue Best Escape Game-275,,Best Escape Game,,3,,,,,
77207,老戴三国志,9.2,小戴的奴隶们,,,754,16,63,,
77208,3D Rock Bottom (sponge bob),8.9,TopGameStudio,,181,,,7,,
77209,胡闹厨房,6.2,上海炎锤网络科技有限公司,,,7818,18,194,,
77210,华夏征途,6.5,星耀游戏,,1222,,18,52,,
77211,仙侠传奇,7.5,可以游戏,,189,5,1,20,341,
77212,层叠消融,8.1,XGame,,22168,,7,134,,
77213,逍遥仙侠-御剑修仙情缘,,Shao Ning,,8,,,1,,
77215,商旅生涯-商场如战场,,zhuoxuan Yan,,10,,,2,,
77216,纵横三界-国民级3DQ萌回合手游,,dong xie,,1,,,,,
77218,时间和谜题,,蓝色的,,83,2,1,3,,
77219,Ave Classic,9.7,Yuria Sugiyama,,5478,,17,80,,
77220,诸葛大军师-全民烧脑卡牌策略手游,,binming zhang,,1,,,,,
77222,Mother Rescue With Baby Best Escape Game-270,,Best Escape Game,,,,,,,
77223,Cute Leopard Rescue Best Escape Game-279,,Best Escape Game,,1,,,,,
77224,subway pj runner adventure amazing masks,,game4kids-adventure-arcade,,3,,,,,
77225,Daybreak Legends: Defenders,,Linekong US,,27,,,1,,
77229,古风三国：群将传经典策略单机版,8.2,Yiqiang Zhuang,,558,,1,20,,
77230,数字华容道-最强拼图挑战,8.8,Jie Xu,,2244,,,21,,
77233,気になるモノの値段,,MIKU KURAKI,,2,,,,,
77234,脱出ゲーム - ふくろうの歌声亭 -,,Yusuke Takeuchi,,,,,,,
77235,論理マン,,Daisuke Toda,,,,,,,
77239,转运 卡车 货物 司机,10,The Game Storm Studios (Pvt) Ltd,,321,,,8,,
77243,文明与征服－全球国战巅峰策略手游,,liu ergou,,14,,,1,,
77253,Stickman Parkour,,Apps Trending,,11,,,,,
77254,丛林 匹配 智力游戏,,mobirix,,35,,,1,,
77257,RPG 七聖獣と金色の瞳,,"Kotobuki Solution Co., Ltd.",,,,,,,
77258,??????,5.2,PLAYWITH Inc.,,266,,,6,,
77260,夢色卡司,9.6,艾肯娛樂股份有限公司,,1393,,12,46,,
77261,Paint Tower!,,Gram Games Limited,,6,,1,,,
77264,妖尊降世,,Fang Hou,,,,,,,
77266,Knotmania,,2 THINK DI CAPUANO ROBERTO E MAIER ELISABETA LOANA SNC,,18,,,1,,
77268,Kick adventures run baddy,,creastudio6,,2,,,,,
77270,动物狙击手鹿狩猎,,Galaxy2016,,178,,,,,
77271,Roller Coaster,9.7,Ketchapp,,1825,,,12,,
77273,脱出ゲーム - ふくろうの歌声亭 -,,Owl Soft,,9,,,,,
77274,????,,BitPlayApps,,132,,,,,
77278,赞之奖杯,,Logical Shoes Internet,,,70,,,,
77279,神無月TW,8.3,G妹在線,,2434,,4,30,,
77280,Shopping Mall Girl Cashier Game - Cash Register,,Nutty Games Studio,,10,,,,,
77282,探魇,9.2,游引力,,,8308,74,414,,
77283,谎言侦探,9.1,广州市友趣科技有限公司,,,22002,275,2190,,yes
77284,逆袭吧英雄,7,铠甲游戏平台,,2047,,8,61,,
77285,诡船谜案,8.9,魂动,,345886,,1081,12589,,yes
77286,方块赛车,,Nexx Studio,,340,,,3,,
77287,汪喵和骑士团,10,"mixi, Inc.",,514,,1,7,,
77289,摇摆小飞机,,初心工作室,,80,,,1,,
77290,超级女汉子小春,9.6,扑家工作室,STUDIO WASABI,,2601,1,24,,
77291,生肖男友～十二生肖没有猫的理由～,9.6,arithmetic love series,,,9372,2,79,,
77292,运行公牛和猪,,Fuse For,,33,,,1,,
77293,猎手之王,7.8,网易游戏,,,41138,57,293,,
77294,完美包围,,ILLUSION snc di Marcello Ercole & C.,,450,,2,5,,
77296,成语猜猜看-趣味成语填字游戏,,Jing Yan,,15,,,1,,
77298,进化吧！猴子,9.2,雷斧游戏,,,1544,4,23,,
77299,DownBall,,Yuta Miyoshi,,8,,,,,
77300,外星突袭,9.8,暗喻游戏,,161,,,17,,
77301,剑舞奇缘,8.5,广州悦世界信息科技有限公司,,,1487,27,30,,
77303,圆桌三国,7.5,游戏墓地,,279,,,7,,
77304,????! ????OX,,"JOYPIN Co., Ltd.",,,,,,,
77305,??????,,"Gamepub CO., LTD",,26,,,,,
77306,Escape From Livestock!,,Createra Inc.,,10,,,,,
77307,蒸汽风暴,9.6,OOHHOO GAMES,,,13106,28,197,,
77308,泡泡章鱼烧,,杭州虹游网络科技有限公司,,146,,,2,,
77309,苍穹变 - Q萌修仙格斗炫技手游,,lingyan chen,,7,,,,,
77310,魔龙召唤-3D炫战魔幻手游,,Luping Yu,,10,,1,,,
77311,水果连连看 - 开心消消乐扑克王惯蛋,,qiong xiao,,12,,,,,
77312,Froggy Jump,,Invictus Games Ltd.,,3,,,1,,
77313,撕名牌冒险王：奔跑之心,,Zheng Hui,,9,,,2,,
77314,中国象棋(经典),,"Xi'an Tongqi Communication Science&Technology Co.,Ltd.",,70,,,1,,
77316,转化机器人超级英雄,3.3,Muhammad Aaqib Bilal,,220,,1,10,,
77317,丛林逃亡Jungle Run,,IVYMOBI LIMITED,,9,,,,,
77318,VR Aquadrome,,Fibrum Limited,,3,,,,,
77319,像素丧尸世界-末日幸存之战,7.4,xuan hui gong,,575,,,18,,
77321,火车赛车跑酷之地铁列车驾驶模拟器,,FREESTYLE GAMES S.L.,,172,,,7,,
77322,Shadow City - 暗影城:解放 解密游戏,8.5,Dan Zhan,,768,,,12,,
77323,呆萌老奶奶跑酷之宫爆老奶奶版,,XuYan An,,11,,,2,,
77325,Crazy Cat Rescue,,EscapeGamesDaily,,,,,,,
77326,清除计划,,,41工作室,15,1,,4,,
77327,???????,,Redzaam,,160,,,1,,
77328,电音方块,9.9,Blingame可口游戏工作室,,,1714,2,18,,
77329,DOLO,9,Sign,,443,,,15,,
77330,一统三国,,广州傲玩信息科技有限公司,,159,10,1,5,370,
77331,神秘法老点点消,,Abilix,,2,,,,,
77332,三相大师,7.2,"SQUARE ENIX Co.,Ltd.",,969,,4,10,,
77333,真流行之神 感染篇,,"Nippon Ichi Software, Inc.",,62,,,,,
77334,超级花裤小子历险记,9.1,"Kongregate, Inc.",,1115,,1,22,,yes
77335,空心门,8.4,Kenny Sun,,376,,,8,,
77336,史莱姆披萨,9.3,Nitrome,,3420,,4,37,,
77338,西游记-梦幻回合制手游 经典重现！,,jiarong mai,,36,,,3,,
77342,黎明之剑,3.9,苍涯互娱,,179,,,7,10781,
77343,电击文库：零境交错,6.3,腾讯,91Act,685135,,6583,19416,536756,yes
77345,おいザコ！俺を開放してみろよ？,,yukari kawabe,,3,,,,,
77346,To The Edge of the Sky,10,"Aeon Dream Studios, LLC",,237,,1,6,,
77347,??? for kakao,,NJInteractive,,11,,1,,,
77348,夢色卡司,,I CAN ENTERTAINMENT CO. LTD.,,99,,,2,,
77349,Isle of Tune Mobile,,Happylander Ltd,,,,,,,
77356,烈焰倾城,,hao fang,,1,,,,,
77357,天域神剑-魔幻小说改编修仙经典手游,,ji xiaonan,,,,,1,,
77358,KATARUTA,,"eredie 2, k.k.",,,,,,,
77359,AirportPRG,,Haug.land,,256,,,1,,
77360,高速公路特技赛车3D,,Zee Vision Games,,29,,,1,,
77361,Ben Alien 10 Heros - Revenge of the universes,,Princess Make up Nails Salon and Dress up Fashion,,25,,,,,
77362,Roller Coaster,9.7,Ketchapp,,1825,,,12,,
77363,Mini Trader,,ChibiNeri,,12,,,1,,
77364,??????,,Gamepub,,538,,,2,,
77365,????? XX ???,,CocoBear,,1434,,1,3,,
77366,????! ????OX,,JOYPIN,,23,,,1,,
77367,真实 平面 降落 模拟器,,Cradley Creations,,76,,,1,,
77368,[Premium]RPG Asdivine Menace,,"Kotobuki Solution Co., Ltd.",,,,,,,
77369,Civilization Era,,Mr Huo,,25,,,2,,
77371,Hi Word Blast - Candy Brain Puzzle Games,,HI STUDIO LIMITED,,6,,,,,
77373,犯罪城 - 警车模拟器,9.4,Racing Games Android,,674,,,16,,
77374,头脑王者：小程序答题游戏,8.8,deng jing,,765,,,7,,
77375,Правда или действие классная игра для друзей как бутылочка или фанты,,Vitaliy Stepanenko,,1,,,,,
77376,Словослог. Логика слова,,Stanislav Hatnyuk,,,,,,,
77377,英雄回來了,,"SNSplus, Inc.",,3,,,,,
77378,Sans Undertale Piano tiles,1,Shannon shaw,,100,,,17,,
77380,Counter Terrorist Frontline Mission: FPS V2,,GTD Studios,,99,,,,,
77382,Tiles Hop: Endless Music Jumping Ball,10,AMANOTES,,3146,,,5,,
77383,???? (Underwood),,"Grizzly Soft, INC",,299,,,2,,
77385,Attack of The Titan: Survey Corps,,Cybernet2,,363,,2,2,,
77387,网金武侠挂机-武侠回合RPG,4.2,ZhiYing Zhao,,283,,,5,,
77388,Racing Fever,,Gameguru,,619,,,5,,
77390,Reverse Basket,,Honikou Games,,290,,,,,
77391,Paint Tower!,,Gram Games Limited,,85,,,1,,
77392,Can You Escape Fairytale Castle,,Odd1 Apps,,5,,,,,
77394,海盗绝地求生：古墓掘金,6.4,Abilix,,36,,,8,,
77395,Arowana raising from fry,,yamabus,,15,,,1,,
77396,"放置星球 - Tap game,clicking game, idle,放置遊戲，掛機遊戲，點擊遊戲",,Castle6 Avalon SLG Empires Game 三國策略手游,,46,,,1,,
77397,獸化三國,,SeaStar Game,,131,,,5,,
77398,掛機吧!主公,,i.d.PLAY Hong.Kong,,32,,,,,
77399,山 游览 总线 司机,,Door to apps,,37,,,,,
77400,Cookie Crush - Match 3 Games & Free Puzzle Game,,Free Match 3 Puzzle & Casual Games,,10,,,,,
77402,Clothes Forever - Styling Game,,"Guangzhou Feidong Software Technology Co., Ltd.",,,,,,,
77403,儿童购物游戏. Premium,,CLEAR INVEST LTD,,6,,,1,,
77404,暇つぶしクソゲー【論理マン】,,Daisuke Toda,,8,,,,,
77405,Drag Sim 2018,,Alexandru Marusac,,30,,,1,,
77406,??????,,vanillasea,,10,,,,,
77413,Battle Shoot Survival,,Top.Stu,,266,,,3,,
77414,A6 Drift Simulator,,Process Games,,215,,3,2,,
77415,公共巴士运输模拟器2018年 - Public Bus Transport Simulator,,Racing Games Android,,275,,,4,,
77416,我被狗仔偷拍了 - 陷阱回避游戏,7.5,ABC escape games,,2394,,1,46,,
77418,英雄学院2,,RobotEntertainment,,144,,,3,,
77419,激安?原価クイズ-がっちり値段を解説!!衝撃のお金の話が満載!!,,DownTownApps,,3,,,,,
77420,Rite of Passage: Heart of the Storm,,Big Fish Games,,41,,,,,
77421,Red boy and Blue girl in Forest Temple Maze,,wowgames,,64,,,,,
77422,Bird Mania 2018,,Rich Joy,,2,,,,,
77423,三国剑侠传Online-即时战斗PK格斗RPG动作闯关游戏,,gaolisong1218,,12,,,,,
77424,奇妙牧場—萌狗傳奇,,Build to last,,8,,,,,
77425,少女天蚕变 - 美纱的初心（二次元漫画划线休闲手游）,,Yongbin Tian,,72,,,3,,
77426,Motorbike Mechanic Simulator: 摩托车车库游戏,,Car Simulator Crafting & Building FPS Arcade Games,,56,,,,,
77427,英雄回來了,,SNSplus TW,,51,,,1,,
77429,Hexa Block- 六角方块拼图,,MY DREAM SOFT,,2,,,,,
77431,戦おうヒーロー  ～ 三国志の武将育成RPG,,PopFox,,24,,,3,,
77432,龙战,8,蜗牛游戏,,,6198,7,62,,
77433,"Go Home, Pigeon ! - Bird Run",,Game in a Frame,,8,,,,,
77434,Jelly Splode,,Kevin Choteau,,,,,,,
77435,Monkeys Ahoy!,,Fishing Cactus,,2,,,1,,
77436,封神召唤师 海外版,1.4,R2Games,,131,,,6,,
77437,Dragon Pals 驯龙大师,,R2Games,,161,,,3,,
77438,Heroes Evolved 英魂之刃海外版,7.7,R2Games,,38783,,101,378,,
77440,Drag Sim 2018,8.3,Ovidiu Pop,,729,,2,5,,
77442,花与剑,8.6,网易游戏,,,85285,110,881,,
77443,Rooftop Snipers,,Michael Eichler,,,,,,,
77444,Food Pals,,WONDERFUL LASERS Inc.,,4,,,,,
77445,黑客细胞,9.7,111%,,4075,,14,37,,
77446,跳跃吧！兄弟,8.1,上海枯荣,,,1352,2,28,,
77447,黑暗城堡,9,WEDO1.COM GAME,,,1222,4,24,,
77448,萌三国乱斗,,Ismael Parker,,17,,,1,,
77450,寻灵大冒险,8.8,甜橙娱乐文化传播（大连）有限公司,,,1799,1,39,,
77452,Final Drift Project,,CVi Games,,43,,,,,
77453,梦幻岛症候群,9.1,ESC-APE by SEEC,,23282,,92,281,,yes
77454,数独大作战,9.5,博旺网络,,,2723,4,33,,
77455,废土行动,5.7,HODOGAME,,,105039,985,2309,,
77456,滑稽帆船,5.4,Devm Games SE,,723,,,13,,
77457,猴赛雷大战年兽,,IsleGame,,15,2,,1,,
77458,Dead Tide,,Game Adolph,,228,,,3,,
77459,英魂传说,8.2,成都铜雀台科技有限公司,成都沙漏科技有限公司,,5301,122,286,,
77460,诸神的试炼,,大连泛游创想科技有限公司,泛游创想,128,,,6,167,
77461,方块潜艇,8.5,石磬市子茗,,3684,96,61,46,,
77462,Dodge Heroes,,SEROSOO,,3,,,,,
77463,机甲游侠,7.8,深圳市奇游科技有限公司,,,29268,1,10,,
77464,Jumping Brown,,LINE Friends Corporation,,6,,,,,
77465,S&T: Medieval Wars Deluxe,,HC GLOBAL DISTRIBUTION LIMITED,,5,,,,,
77466,The Huge Adventure - Cortex Strikes Back,,deltavekas studios,,1,,,,,
77467,逃走中2-确认嫌疑人!!,,DownTownApps,,48,,,,,
77468,名将三国志2018-名将最强者,,Xiong Yingchun,,3,,,,,
77469,掌上梦幻-随时随地可以玩的回合制游戏,,hua tan,,10,,,2,,
77474,贪吃蛇 - 经典蛇蛇大作战游戏,,Hui Wu,,16,,,,,
77477,史酷比神秘案件,,Warner Bros. Entertainment,,14,,,,,
77478,三国荣耀版,4.3,君陌,,902,,6,24,,
77481,Cross Motorbikes 2018,,Green Games Ltd.,,48,,,,,
77482,Funny Hunter Rescue Best Escape Game-273,,Best Escape Game,,1,,,,,
77483,大侠救救我,7.3,苏州天魂网络科技股份有限公司,,,504,1,14,,
77484,昆仑变 - 典玄幻武侠江湖手游,,wenjing Liu,,4,,,,,
77485,??? ??? ????,,TheFlash&FirstFox,,13,,,,,
77486,秘海：古神遗迹,9.5,游引力,,,13592,15,106,,
77487,饥饿大作战,9.2,夏芒科技,,,5452,16,67,,
77488,乌菜木市奇谭 陆桥水难CN,7.7,扑家工作室,烏菜木市奇譚,7196,,3,51,,
77490,グリメロ,8.6,株式会社 アプリボット,,138,,,9,,
77491,Skee-Ball Plus,,Ocean Media LLC,,1,,,,,
77492,Jumping Brown,,LINE Friends Corporation,,40,,,,,
77493,Fit City!,,Olivia Ashley,,30,,,1,,
77495,西游记外传-加入史诗神魔大战,,Mingwei Shi,,10,,,,,
77496,大刀关胜—经典国风3D卡牌游戏,,Yuanlu Tang,,7,,,,,
77497,萌江湖:Q武侠,,Shanghai Youzu Information Technology Corporation Limited,,26,,,4,,
77498,逆天神魔决-修仙题材mmorpg仙侠游戏,,"Shanghai IQIYI Culture Media Co., Ltd.",,13,,1,2,,
77501,超能对决,,jieyu huang,,10,,,2,,
77503,骷髅少女,9.5,"Autumn Games, LLC",,4139,,21,30,,
77506,大叔 加油好嗎？,,Yu Ayano,,54,,,1,,
77509,跟央金学藏语,,天人工作室,,4,,,,,
77511,Guess the Icon,,Mari Apps,,25,,,,,
77512,Hello Virtual Mom 3D,,Scary Dudes,,34,,,1,,
